['羽毛球集锦', ['羽毛球', '集锦', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['门第', ['门第', '空', '空', '空', '空'], ['都市生活', '电视剧类'], ['宁夏电视台卫视频道']]
['评辨天下', ['评辨', '天下', '空', '空', '空'], ['新闻/时事类', '新闻评述'], ['辽宁广播电视台卫视频道']]
['歌海情天', ['歌海', '情天', '空', '空', '空'], ['人物传记', '电视剧类'], ['中央电视台电视剧频道']]
['手艺', ['手艺', '空', '空', '空', '空'], ['专题类', '专题片'], ['宁夏电视台卫视频道']]
['血性山谷', ['血性', '山谷', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中华情', ['中华情', '空', '空', '空', '空'], ['音乐其它', '音乐类'], ['中央电视台中文国际频道亚洲版']]
['倔强萝卜', ['倔强', '萝卜', '空', '空', '空'], ['内地电影', '电影类'], ['深圳市电视台卫视频道']]
['CCTV综艺盛典', ['CCTV', '综艺', '盛典', '空', '空'], ['综艺其它', '现场互动娱乐'], ['中央电视台综艺频道']]
['越光宝盒', ['越光', '宝盒', '空', '空', '空'], ['港澳台电影', '电影类'], ['深圳市电视台卫视频道']]
['杜鹃山', ['杜鹃山', '空', '空', '空', '空'], ['地方戏曲', '戏剧类'], ['中央电视台戏曲频道']]
['警花燕子', ['警花', '燕子', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['勇者1线', ['勇者', '1', '线', '空', '空'], ['真人秀', '综艺类'], ['中央电视台社会与法']]
['金色梦舞台', ['金色', '梦', '舞台', '空', '空'], ['综艺其它', '真人秀'], ['河南电视台卫视频道']]
['杰米熊', ['杰米', '熊', '空', '空', '空'], ['动画', '青少类'], ['黑龙江电视台卫视频道']]
['天地争霸美猴王', ['天地', '争霸', '美猴王', '空', '空'], ['神怪玄幻', '电视剧类'], ['天津广播电视台卫视频道']]
['世界厨房我的家', ['世界', '厨房', '我', '的', '家'], ['生活服务类', '饮食'], ['中央电视台财经频道']]
['坦克大战', ['坦克', '大战', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['美国高尔夫公开赛', ['美国', '高尔夫', '公开赛', '空', '空'], ['高尔夫', '体育类'], ['中央电视台体育频道']]
['斯坦科维奇洲际篮球冠军杯', ['斯坦科', '维奇', '洲际', '篮球', '冠军杯'], ['篮球', '体育类'], ['中央电视台体育频道']]
['爱我就陪我看电影', ['爱', '我', '就', '陪', '我'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['都市晚高峰', ['都市', '晚', '高峰', '空', '空'], ['新闻/时事类', '综合新闻'], ['BTV-新闻']]
['中华龙舟大赛颁奖仪式', ['中华', '龙舟', '大赛', '颁奖仪式', '空'], ['体育类', '颁奖仪式'], ['中央电视台体育频道']]
['为你而歌', ['为', '你', '而', '歌', '空'], ['专题类', '专题片'], ['北京卫视']]
['中国龙新闻周刊', ['中国', '龙', '新闻周刊', '空', '空'], ['新闻/时事类', '综合新闻'], ['黑龙江电视台卫视频道']]
['我爱收藏', ['我', '爱', '收藏', '空', '空'], ['财经类', '收藏/鉴宝'], ['BTV-文艺']]
['欢乐二打一', ['欢乐', '二打', '一', '空', '空'], ['棋牌', '体育类'], ['BTV-体育']]
['半路夫妻', ['半路', '夫妻', '空', '空', '空'], ['都市生活', '电视剧类'], ['中国教育电视台综合教育频道']]
['太极战士', ['太极', '战士', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['我的父亲母亲', ['我', '的', '父亲', '母亲', '空'], ['社会伦理', '电视剧类'], ['BTV-影视']]
['财富故事抗战特别节目见证', ['财富', '故事', '抗战', '特别节目', '见证'], ['专题类', '专题片'], ['BTV-财经']]
['狼牙', ['狼牙', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['流行之王', ['流行', '之王', '空', '空', '空'], ['真人秀', '综艺类'], ['贵州电视台卫视频道']]
['铁猴子传奇之侠盗迷踪', ['铁', '猴子', '传奇', '之', '侠盗'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['抗疟记', ['抗疟', '记', '空', '空', '空'], ['专题类', '专题片'], ['江苏电视台新闻综合卫视频道']]
['80后的独立宣言', ['80', '后', '的', '独立宣言', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中国面孔', ['中国', '面孔', '空', '空', '空'], ['综艺其它', '综艺类'], ['山东电视台卫星频道']]
['中华经典资源库', ['中华', '经典', '资源库', '空', '空'], ['教学类', '课堂/讲座'], ['中央电视台科教频道']]
['游击兵工厂', ['游击', '兵工厂', '空', '空', '空'], ['战争', '电视剧类'], ['陕西电视台卫视频道']]
['非正式会谈', ['非正式', '会谈', '空', '空', '空'], ['综艺其它', '综艺类'], ['湖北电视台卫视频道']]
['活色生香', ['活色生香', '空', '空', '空', '空'], ['爱情言情', '电视剧类'], ['江西电视台卫视频道']]
['梅卿快车道', ['梅卿', '快车道', '空', '空', '空'], ['生活服务类', '汽车'], ['海南广播电视台旅游卫视频道']]
['麋鹿王', ['麋鹿', '王', '空', '空', '空'], ['电影其它', '电影类'], ['CCTV-6高清']]
['秃探与俏妞', ['秃探', '与', '俏', '妞', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['美丽之道', ['美丽', '之道', '空', '空', '空'], ['其它类', '广告'], ['福建电视台东南卫视频道']]
['东方直播室', ['东方', '直播室', '空', '空', '空'], ['新闻评述', '专题类'], ['上海广播电视台东方卫视频道']]
['我爱我车', ['我', '爱', '我车', '空', '空'], ['生活服务类', '汽车'], ['BTV-生活']]
['国际田联竞走挑战赛', ['国际田联', '竞走', '挑战赛', '空', '空'], ['体育类', '其它赛事'], ['中央电视台体育频道']]
['我的媳妇是女王', ['我', '的', '媳妇', '是', '女王'], ['都市生活', '电视剧类'], ['广东电视台卫视频道']]
['极地营救', ['极地', '营救', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['新闻这1刻', ['新闻', '这', '1', '刻', '空'], ['新闻/时事类', '综合新闻'], ['天津广播电视台卫视频道']]
['花儿与少年', ['花儿', '与', '少年', '空', '空'], ['真人秀', '综艺类'], ['湖南广播电视台卫视频道']]
['仙女湖', ['仙女湖', '空', '空', '空', '空'], ['神怪玄幻', '电视剧类'], ['中央电视台电视剧频道']]
['曼斯菲尔德庄园', ['曼斯菲尔德', '庄园', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电视剧频道']]
['辛德勒的名单', ['辛德勒', '的', '名单', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['经典', ['经典', '空', '空', '空', '空'], ['音乐类', '演唱会'], ['中央电视台音乐频道']]
['影响者', ['影响', '者', '空', '空', '空'], ['真人秀', '综艺类'], ['BTV-财经']]
['守望土地', ['守望', '土地', '空', '空', '空'], ['专题类', '专题片'], ['四川广播电视台卫视频道']]
['大时代人物', ['大', '时代', '人物', '空', '空'], ['专题类', '访谈'], ['海南广播电视台旅游卫视频道']]
['仙剑奇侠传', ['仙剑', '奇侠传', '空', '空', '空'], ['神怪玄幻', '电视剧类'], ['安徽广播电视台卫视频道']]
['充电旅行', ['充电', '旅行', '空', '空', '空'], ['旅游', '生活服务类'], ['青海电视台卫视频道']]
['少年阿凡提', ['少年', '阿凡提', '空', '空', '空'], ['动画', '青少类'], ['广西电视台卫视频道']]
['蛋炒饭', ['蛋炒饭', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['香港厨神', ['香港', '厨神', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['温琪寻马记', ['温琪', '寻马记', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['我的歌声里', ['我', '的', '歌声', '里', '空'], ['综艺其它', '综艺类'], ['北京卫视']]
['疯狂72小时', ['疯狂', '72', '小时', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['逃离科迪斯', ['逃离', '科迪斯', '空', '空', '空'], ['其它国家电影', '电影类'], ['BTV-影视']]
['玫瑰余香', ['玫瑰', '余香', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['品味艺术', ['品味', '艺术', '空', '空', '空'], ['专题类', '访谈'], ['BTV-科教']]
['星河战队入侵', ['星河', '战队', '入侵', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['战火中的芭蕾', ['战火', '中', '的', '芭蕾', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['女人不坏', ['女人', '不', '坏', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['整容日记', ['整容', '日记', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['金色好声音走进新疆哈密走进兵团第13师大型歌舞晚会', ['金色', '好', '声音', '走进', '新疆'], ['综艺晚会', '综艺类'], ['河南电视台卫视频道']]
['中欧男篮锦标赛', ['中欧', '男篮', '锦标赛', '空', '空'], ['篮球', '体育类'], ['中央电视台体育频道']]
['战火西北狼', ['战火', '西北', '狼', '空', '空'], ['战争', '电视剧类'], ['西藏电视台汉语卫视']]
['爱情保卫战', ['爱情', '保卫战', '空', '空', '空'], ['生活服务类', '情感调解'], ['天津广播电视台卫视频道']]
['喋血孤城', ['喋血', '孤城', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['铁骨军魂', ['铁骨', '军魂', '空', '空', '空'], ['战争', '电视剧类'], ['BTV-影视']]
['看今天', ['看', '今天', '空', '空', '空'], ['专题类', '访谈'], ['海南广播电视台旅游卫视频道']]
['美丽秘籍', ['美丽', '秘籍', '空', '空', '空'], ['其它类', '广告'], ['广东电视台卫视频道']]
['求生一课', ['求生', '一课', '空', '空', '空'], ['生活服务类', '生活常识'], ['山东教育']]
['神眼之红毛鬼', ['神眼', '之', '红毛鬼', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['勇者大冲关', ['勇者', '大', '冲关', '空', '空'], ['综艺竞技游戏', '综艺类'], ['江苏电视台新闻综合卫视频道']]
['女巫猎手', ['女巫', '猎手', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['北京新发现', ['北京', '新', '发现', '空', '空'], ['科普', '专题类'], ['BTV-新闻']]
['体育议起来', ['体育', '议', '起来', '空', '空'], ['体育专题', '体育类'], ['BTV-体育']]
['小铃铛', ['小', '铃铛', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['新大头儿子和小头爸爸第二部', ['新', '大头', '儿子', '和', '小头'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['上海网球大师赛', ['上海', '网球', '大师赛', '空', '空'], ['网球', '体育类'], ['中央电视台体育频道']]
['走打鬼子去', ['走', '打', '鬼子', '去', '空'], ['战争', '电视剧类'], ['贵州电视台卫视频道']]
['自治区基层干部双语口语大赛颁奖晚会', ['自治区', '基层干部', '双语', '口语', '大赛'], ['综艺晚会', '综艺类'], ['新疆电视台汉语卫视频道']]
['追捕', ['追捕', '空', '空', '空', '空'], ['电影类', '内地电影'], ['河南电视台卫视频道']]
['家有一老', ['家有', '一老', '空', '空', '空'], ['社会伦理', '电视剧类'], ['辽宁广播电视台卫视频道']]
['时代风范', ['时代', '风范', '空', '空', '空'], ['专题类', '专题片'], ['江苏电视台新闻综合卫视频道']]
['第五空间', ['第五', '空间', '空', '空', '空'], ['军旅生活', '电视剧类'], ['中央电视台中文国际频道亚洲版']]
['英雄赚', ['英雄', '赚', '空', '空', '空'], ['投资/理财', '财经类'], ['西藏电视台汉语卫视']]
['东方午新闻', ['东方', '午', '新闻', '空', '空'], ['新闻/时事类', '综合新闻'], ['上海广播电视台东方卫视频道']]
['功夫侠', ['功夫', '侠', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['地上最强', ['地上', '最强', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中原晨报', ['中原', '晨报', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['河南电视台卫视频道']]
['孤岛秘密战', ['孤岛', '秘密', '战', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['谁是终极英雄', ['谁', '是', '终极', '英雄', '空'], ['真人秀', '综艺类'], ['中央电视台军事农业频道']]
['金孙', ['金孙', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['克拉恋人', ['克拉', '恋人', '空', '空', '空'], ['爱情言情', '电视剧类'], ['浙江电视台卫视频道']]
['浩昊文字国历险记', ['浩昊', '文字', '国', '历险记', '空'], ['动画', '青少类'], ['中央电视台电影频道']]
['歌手是谁', ['歌手', '是', '谁', '空', '空'], ['真人秀', '综艺类'], ['北京卫视']]
['满洲虎行动', ['满洲', '虎', '行动', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['敦煌', ['敦煌', '空', '空', '空', '空'], ['专题类', '专题片'], ['广东电视台卫视频道']]
['古墓奇缘', ['古墓', '奇缘', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['探秘时刻', ['探秘', '时刻', '空', '空', '空'], ['科普', '专题类'], ['深圳市电视台卫视频道']]
['共同关注', ['共同', '关注', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['中央电视台新闻频道']]
